profile,fixture,kind,stage,round,environment_eligible,strict_global_swap_eligible,done_reason,client_seconds,first_visible_seconds,decode_tps,population,idle_calibration_eligible,path,target_gb,context,slots,mtp,chunk,cache,prompt_tokens,reused_tokens,prefill_tokens,prefill_seconds,output_tokens,decode_seconds,native_request_seconds,peak_gb,pagein_delta,swapin_delta,swapout_delta,estimator_decode_tps,estimator_prefill_tps,output_sha256,exclusions,read_passes,compute_passes,checkpoint_refusals,prefill_estimate_error_pct,decode_estimate_error_pct
budget8p1_auto,r0092,reasoning,measured,1,True,True,length,5.968648582929745,0.006355749908834696,5.364131119347957,load-small-smoke-v3,False,load-small-smoke-v3/decode-budget8p1_auto-r1/r0092/measured-result.json,8.1,32768,640,False,256,complete,93,93,0,8.33e-07,32,5.965551417,5.967564917,6.066900808,0,0,0,2.666666666666667,85,ad81149bf745230001a96967dce13b0b8456847bf52f66c7972c91616a40ecd6,[],[],[],0,,-50.287071524999995
budget8p1_auto,r0092,reasoning,warmup,1,True,True,length,6.197287541930564,3.251942249946296,5.431500076827381,load-small-smoke-v3,False,load-small-smoke-v3/decode-budget8p1_auto-r1/r0092/warmup-result.json,8.1,32768,640,False,256,miss,93,0,93,3.229010875,16,2.945779209,6.196180917,5.918052096,264,0,0,2.666666666666667,85,8d626b8382ca9b1b524a2ec85139725ec3d4c7ea84fc947a7f1481b0d45bbda7,[],[93],[93],0,-66.11601232037276,-50.903679849999996
